title	year	avg_rating	#votes	genres	runtime_min	id
Trixie	2000	5.0	1382	Comedy,Crime,Mystery	116	0162711
Twin Falls Idaho	1999	7.2	3628	Drama	111	0162830
Prime Time	1977	5.1	344	Comedy	75	0162854
The Emperor and the Assassin	1998	7.2	5728	Drama,History,Romance	162	0162866
Get Real	1998	7.5	11997	Comedy,Drama,Romance	108	0162973
Hanging Up	2000	4.9	11448	Comedy,Drama	94	0162983
Jurassic Park III	2001	5.9	282839	Action,Adventure,Sci-Fi	92	0163025
Murder à la Mod	1968	5.6	659	Comedy,Crime,Mystery	80	0163114
Runaway Bride	1999	5.5	89162	Comedy,Romance	116	0163187
Bullet Ballet	1998	7.0	2061	Crime,Drama,Sci-Fi	87	0163563
Chill Factor	1999	5.2	9038	Action,Adventure,Comedy	102	0163579
American Pie	1999	7.0	360071	Comedy	95	0163651
The In Crowd	2000	4.7	4131	Drama,Mystery,Thriller	105	0163676
Hitman	1998	6.2	4629	Action,Comedy,Crime	104	0163818
The Beach	2000	6.7	213633	Adventure,Drama,Romance	119	0163978
Bless the Child	2000	5.1	13489	Crime,Drama,Horror	107	0163983
Blood, Guts, Bullets and Octane	1998	5.3	1023	Action,Comedy,Crime	87	0163984
Bringing Out the Dead	1999	6.8	60558	Drama,Thriller	121	0163988
City of Ghosts	2002	6.0	4782	Crime,Drama,Thriller	116	0164003
Hollow Man	2000	5.8	117497	Action,Horror,Sci-Fi	112	0164052
Limbo	1999	6.9	5621	Adventure,Drama,Thriller	126	0164085
The Muse	1999	5.7	10182	Comedy	97	0164108
Drive Me Crazy	1999	5.8	17402	Comedy,Drama,Romance	91	0164114
Stir of Echoes	1999	7.0	71195	Horror,Mystery,Thriller	99	0164181
The Sum of All Fears	2002	6.4	98868	Action,Drama,Thriller	124	0164184
Under Suspicion	2000	6.5	21298	Crime,Drama,Thriller	110	0164212
Along Came a Spider	2001	6.4	71214	Drama,Thriller	104	0164334
The Color of Lies	1999	6.8	1903	Crime,Drama	113	0164368
Another Meltdown	1998	5.3	499	Action,Thriller	90	0164419
Dil Se..	1998	7.6	25223	Drama,Romance	163	0164538
Mifune	1999	7.1	7272	Comedy,Drama,Romance	98	0164756
Pipe Dream	2002	5.9	946	Comedy,Romance	91	0164810
Sexo, pudor y lágrimas	1999	6.6	2281	Comedy,Drama	109	0164877
Ninja, a Band of Assassins	1962	7.0	710	Action,Drama	104	0164882
Stuart Little	1999	5.9	119243	Adventure,Comedy,Family	84	0164912
Spriggan	1998	6.6	3423	Action,Adventure,Animation	90	0164917
Vidocq	2001	6.5	20490	Action,Crime,Fantasy	98	0164961
Zatoichi Goes to the Fire Festival	1970	7.4	1063	Action,Adventure,Drama	96	0164982
Samaritan Zatoichi	1968	7.4	900	Action,Adventure,Drama	84	0164983
After Life	1998	7.7	9169	Drama,Fantasy	119	0165078
Molokai	1999	6.9	1110	Biography,Drama	109	0165196
Immagini di un convento	1979	5.6	656	Drama	82	0165325
Highway	2002	6.2	5966	Crime,Drama	97	0165361
The Match	1999	6.2	1238	Comedy,Romance,Sport	95	0165384
The Storm Riders	1998	6.4	3557	Action,Adventure,Fantasy	128	0165499
The Wounds	1998	8.1	9516	Comedy,Crime,Drama	103	0165546
Angst	1983	7.4	7371	Drama,Horror,Thriller	87	0165623
Black & White	1999	4.9	5422	Crime,Drama,Music	98	0165643
Detroit Rock City	1999	6.9	34128	Comedy,Music	95	0165710
Felicia's Journey	1999	7.0	7334	Drama,Thriller	116	0165773
Ghost Dog: The Way of the Samurai	1999	7.5	81314	Action,Crime,Drama	116	0165798
Interstate 60: Episodes of the Road	2002	7.7	28385	Adventure,Comedy,Drama	116	0165832
The Limey	1999	7.0	28355	Crime,Drama,Mystery	89	0165854
Liberty Heights	1999	7.0	6221	Drama,Music,Romance	127	0165859
The Mating Habits of the Earthbound Human	1999	6.4	5894	Comedy,Sci-Fi	88	0165874
Romeo Must Die	2000	6.1	64402	Action,Crime,Thriller	115	0165929
Sinbad: Legend of the Seven Seas	2003	6.7	46279	Adventure,Animation,Family	86	0165982
Bones	2001	4.1	6345	Crime,Horror	96	0166110
Daddy and Them	2001	5.7	2080	Comedy,Drama	101	0166158
East Is East	1999	6.9	16486	Comedy,Drama	96	0166175
The Love Letter	1999	5.5	3977	Comedy,Drama,Romance	88	0166252
Monkeybone	2001	4.7	16157	Animation,Comedy,Fantasy	93	0166276
Don't Tell Anyone	1998	6.8	1416	Drama	120	0166287
Subconscious Cruelty	2000	5.0	1525	Fantasy,Horror	92	0166370
The Third Eye	1966	6.3	246	Horror,Thriller	98	0166377
Waking Ned Devine	1998	7.3	24139	Comedy	91	0166396
Anna and the King	1999	6.7	34665	Drama,History,Romance	148	0166485
Spirit: Stallion of the Cimarron	2002	7.1	60275	Adventure,Animation,Drama	83	0166813
There's Always Vanilla	1971	5.1	513	Comedy,Drama,Romance	93	0166843
The Straight Story	1999	8.0	76781	Biography,Drama	112	0166896
Mulholland Dr.	2001	7.9	299680	Drama,Mystery,Thriller	147	0166924
Music of the Heart	1999	6.8	11503	Drama,Music	124	0166943
Evil Dead Trap	1988	6.2	2073	Horror	102	0167147
Hellboy	2004	6.8	297156	Action,Fantasy,Horror	122	0167190
I Dreamed of Africa	2000	5.6	4215	Adventure,Biography,Drama	114	0167203
The Lord of the Rings: The Return of the King	2003	8.9	1552350	Adventure,Drama,Fantasy	201	0167260
The Lord of the Rings: The Two Towers	2002	8.7	1401255	Adventure,Drama,Fantasy	179	0167261
The Sixth Sense	1999	8.1	868430	Drama,Mystery,Thriller	107	0167404
Superstar	1999	5.1	17290	Comedy,Romance	81	0167427
Thunderbirds	2004	4.2	12689	Action,Adventure,Comedy	95	0167456
The 4th Floor	1999	5.8	4418	Horror,Mystery,Thriller	90	0167752
Late August, Early September	1998	7.0	1366	Drama,Romance	112	0167925
The Children of the Marshland	1999	7.4	2669	Comedy,Drama	115	0167926
The Longest Nite	1998	7.4	1715	Action,Crime,Mystery	81	0168043
Cinderella	1947	7.6	1041	Comedy,Family,Fantasy	80	0168269
Aberdeen	2000	7.1	2963	Drama	113	0168446
The Best Man	1999	6.8	8725	Comedy,Drama,Romance	120	0168501
A Better Way to Die	2000	5.7	1472	Action,Comedy,Crime	101	0168504
Dancer in the Dark	2000	8.0	96566	Crime,Drama,Musical	140	0168629
Boredom	1998	6.1	1869	Drama,Romance	122	0168740
Antwone Fisher	2002	7.3	31362	Biography,Drama	120	0168786
The Five Senses	1999	6.6	2936	Comedy,Drama,Music	106	0168794
A Fish Tale	2000	5.9	5530	Adventure,Animation,Comedy	80	0168856
Kichiku dai enkai	1997	5.4	575	Drama,Horror	100	0168918
Better Than Chocolate	1999	6.1	7571	Comedy,Drama,Romance	101	0168987
Lagaan: Once Upon a Time in India	2001	8.1	97004	Adventure,Drama,Musical	224	0169102
Cabaret Balkan	1998	7.8	4328	Drama	102	0169145
Rollercoaster	1999	6.3	367	Drama	90	0169190
Shark Skin Man and Peach Hip Girl	1998	6.8	2007	Action,Comedy,Mystery	108	0169222
Terror Firmer	1999	6.2	4681	Comedy,Horror	124	0169299
The Terrorist	1998	7.0	1880	Drama	95	0169302
Undercover Angel	1999	6.5	885	Comedy,Drama	91	0169347
American Beauty	1999	8.3	1017851	Drama	122	0169547
Tough to Kill	1979	5.2	136	Action,War	88	0169826
Father of a Soldier	1965	8.7	3664	Drama,War	87	0169828
Neon Genesis Evangelion: The End of Evangelion	1997	8.2	32294	Action,Animation,Drama	87	0169858
Neon Genesis Evangelion: Death & Rebirth	1997	7.5	10621	Action,Animation,Drama	101	0169880
How the Grinch Stole Christmas	2000	6.1	193272	Comedy,Family,Fantasy	104	0170016
Luna Papa	1999	7.3	2994	Comedy,Drama	107	0170259
Samurai Fiction	1998	7.2	2499	Action,Adventure,Comedy	111	0170544
Tigerland	2000	7.0	36773	Drama,War	101	0170691
Train of Life	1998	7.7	8418	Comedy,Drama,War	103	0170705
Brown's Requiem	1998	5.8	867	Crime,Drama,Thriller	104	0171135
Getting to Know You	1999	6.7	397	Comedy,Drama	96	0171340
Gun Shy	2000	5.7	6713	Comedy,Crime,Romance	101	0171356
Hamlet	2000	5.9	8857	Drama,Romance,Thriller	112	0171359
The Haunting	1999	5.0	68483	Fantasy,Horror,Mystery	113	0171363
Keeping the Faith	2000	6.3	48557	Comedy,Drama,Romance	128	0171433
Karate Warriors	1976	6.9	249	Action,Crime,Drama	89	0171444
Nurse Betty	2000	6.1	32191	Comedy,Crime,Drama	110	0171580
Ratcatcher	1999	7.5	8106	Drama	94	0171685
Boys Don't Cry	1999	7.5	88923	Biography,Crime,Drama	118	0171804
Wonderland	1999	7.1	3836	Drama	108	0171865
Bad Boys II	2003	6.6	214172	Action,Comedy,Crime	147	0172156
The End of the Affair	1999	7.1	20478	Drama,Romance	102	0172396
Girl, Interrupted	1999	7.3	153194	Biography,Drama	127	0172493
Gladiator	2000	8.5	1259747	Action,Adventure,Drama	155	0172495
Body Shots	1999	4.9	5156	Drama	106	0172627
Joe Gould's Secret	2000	6.5	1435	Drama	104	0172632
Komodo	1999	4.2	3118	Adventure,Horror,Sci-Fi	90	0172669
Kuch Kuch Hota Hai	1998	7.6	44649	Comedy,Drama,Musical	177	0172684
Legend of the Wolf	1997	5.8	592	Action,Drama	94	0172711
Light It Up	1999	6.0	3411	Drama,Thriller	99	0172726
Pyaar Kiya To Darna Kya	1998	6.7	3806	Action,Comedy,Drama	162	0173080
Pyaar To Hona Hi Tha	1998	6.7	2650	Comedy,Drama,Romance	156	0173081
Cats	1998	7.6	3984	Musical	120	0173714
Cecil B. DeMented	2000	6.2	12903	Comedy,Crime,Thriller	87	0173716
Document of the Dead	1980	6.7	763	Documentary,Horror	102	0173771
My Voyage to Italy	1999	8.2	2830	Documentary	246	0173772
Final Fantasy: The Spirits Within	2001	6.4	78737	Action,Adventure,Animation	106	0173840
The Third Miracle	1999	6.5	3064	Drama	119	0174268
Venus Beauty Institute	1999	6.3	3815	Comedy,Drama,Romance	105	0174330
Autumn in New York	2000	5.7	23893	Drama,Romance	103	0174480
Hanzo the Razor: The Snare	1973	7.1	1002	Action,Drama	89	0174707
Hanzo the Razor: Who's Got the Gold?	1974	6.7	743	Action	84	0174708
The Last Days	1998	7.6	1792	Documentary,War	87	0174852
The Hurricane	1999	7.6	87964	Biography,Drama,Sport	146	0174856
Scary Movie	2000	6.2	221287	Comedy	88	0175142
Cherry Falls	2000	5.2	11690	Horror,Mystery,Thriller	92	0175526
Freeway II: Confessions of a Trickbaby	1999	5.7	2588	Comedy,Crime,Drama	97	0175536
Magnolia	1999	8.0	276457	Drama	188	0175880
La otra conquista	1998	6.7	1090	Drama,History	105	0175996
Universal Soldier: The Return	1999	4.2	26977	Action,Sci-Fi	83	0176269
The Grandfather	1998	7.3	1644	Drama	151	0176415
God, Sex & Apple Pie	1998	4.3	209	Comedy,Drama,Romance	97	0176774
Gossip	2000	5.9	13958	Drama,Mystery,Thriller	90	0176783
The Wolves of Kromer	1998	5.9	699	Comedy,Fantasy,Horror	82	0177394
Company Man	2000	5.4	1937	Comedy	95	0177650
Fever	1999	5.8	604	Drama,Mystery,Thriller	92	0177769
Galaxy Quest	1999	7.3	141311	Adventure,Comedy,Sci-Fi	102	0177789
In July	2000	7.7	19962	Adventure,Comedy,Romance	99	0177858
The Perfect Storm	2000	6.4	149874	Action,Adventure,Drama	130	0177971
Aandhi	1975	8.2	1262	Drama,Romance	133	0178186
After the Truth	1999	7.3	780	Crime,Drama,Thriller	128	0178223
The Invisible Circus	2001	5.6	2860	Drama	93	0178642
Mansfield Park	1999	7.1	20547	Comedy,Drama,Romance	112	0178737
Ringu	1998	7.2	60276	Horror,Mystery	96	0178868
American Pimp	1999	6.7	2101	Documentary	87	0179074
Moonlight Mile	2002	6.6	13099	Drama,Romance	117	0179098
But I'm a Cheerleader	1999	6.6	24149	Comedy,Drama,Romance	85	0179116
Forever Mine	1999	5.3	2175	Crime,Drama,Romance	115	0179182
Fortress 2	2000	4.6	6258	Action,Sci-Fi	92	0179183
South of Heaven, West of Hell	2000	4.1	1340	Drama,Western	131	0179473
15 Minutes	2001	6.1	47146	Action,Crime,Drama	120	0179626
Dill Scallion	1999	6.1	305	Comedy	91	0179769
A Special Cop in Action	1976	6.6	384	Action,Crime,Thriller	101	0179901
Cat City	1986	8.4	9030	Adventure,Animation,Comedy	96	0179955
Paperback Hero	1999	6.5	1950	Comedy,Romance	96	0180037
The Adventures of Pluto Nash	2002	3.8	23595	Action,Comedy,Sci-Fi	95	0180052
Quills	2000	7.3	49931	Biography,Drama	124	0180073
Requiem for a Dream	2000	8.3	723185	Drama	102	0180093
Unhinged	1982	5.0	1483	Horror	79	0180274
Goodbye Uncle Tom	1971	6.7	1281	Drama	136	0180396
Escanaba in da Moonlight	2001	6.5	1667	Comedy,Fantasy	91	0180679
Hardball	2001	6.4	26957	Drama,Sport	106	0180734
In China They Eat Dogs	1999	7.4	18940	Action,Comedy,Crime	91	0180748
The Last September	1999	5.9	774	Drama,History,Romance	103	0180793
Bossa Nova	2000	6.2	1675	Comedy,Drama,Romance	95	0180837
Sole Survivor	1984	6.2	1297	Horror,Thriller	85	0181012
What Planet Are You From?	2000	5.6	8866	Comedy,Sci-Fi	105	0181151
The Whole Shootin' Match	1978	7.1	194	Comedy,Drama	109	0181156
American Movie	1999	7.9	16140	Comedy,Documentary	107	0181288
Blue Streak	1999	6.3	70883	Action,Comedy,Crime	93	0181316
But Forever in My Mind	1999	6.3	1420	Comedy	88	0181396
East/West	1999	7.4	4438	Adventure,Drama,History	121	0181530
Finding Forrester	2000	7.3	80091	Drama	136	0181536
From the Edge of the City	1998	6.4	1226	Crime,Drama	94	0181547
Judy Berlin	1999	6.9	970	Comedy,Drama	93	0181618
Kirikou and the Sorceress	1998	7.5	8034	Adventure,Animation,Family	71	0181627
Minority Report	2002	7.6	482321	Action,Crime,Mystery	145	0181689
Osmosis Jones	2001	6.3	30623	Action,Adventure,Animation	95	0181739
The Specials	2000	5.8	2129	Action,Comedy,Fantasy	82	0181836
Terminator 3: Rise of the Machines	2003	6.3	362394	Action,Sci-Fi	109	0181852
Traffic	2000	7.6	189197	Crime,Drama,Thriller	147	0181865
Almost Famous	2000	7.9	240353	Adventure,Comedy,Drama	122	0181875
After the Rain	1999	7.7	3632	Drama	91	0181960
Boiler Room	2000	7.0	47271	Crime,Drama,Thriller	120	0181984
The Caveman's Valentine	2001	5.8	6176	Crime,Drama,Music	105	0182000
Dünyayi Kurtaran Adam	1982	4.5	7048	Action,Adventure,Sci-Fi	91	0182060
When One Falls in Love	1998	5.8	2177	Comedy,Drama,Romance	154	0182251
Shôrinji kenpô	1975	6.6	424	Action,Drama	87	0182260
Love's Labour's Lost	2000	6.0	4231	Comedy,Musical,Romance	93	0182295
Urbania	2000	6.8	2862	Drama	103	0182508
7 Grandmasters	1977	7.2	710	Action,Comedy,Drama	89	0182666
Bicentennial Man	1999	6.9	105156	Comedy,Drama,Sci-Fi	132	0182789
Don't Go in the Woods	1981	3.8	2470	Horror,Thriller	82	0182996
Chokugeki! Jigoku-ken	1974	6.8	372	Action	87	0183061
Jinnah	1998	8.0	2554	Biography,Drama,War	110	0183306
Me Myself I	1999	6.5	2480	Comedy,Romance	104	0183503
Me, Myself & Irene	2000	6.6	214082	Comedy	116	0183505
Mission to Mars	2000	5.7	68160	Adventure,Sci-Fi,Thriller	114	0183523
Phone Booth	2002	7.0	241701	Crime,Thriller	81	0183649
Pollock	2000	7.0	25980	Biography,Drama	122	0183659
A Knight's Tale	2001	6.9	161763	Action,Adventure,Romance	132	0183790
Taxi 2	2000	6.5	48926	Action,Comedy,Crime	88	0183869
This Is Not a Test	1962	5.4	649	Drama,Sci-Fi	73	0183884
War Comes to America	1945	7.0	645	Documentary,War	70	0183997
Gamera 3: Revenge of Iris	1999	7.3	2140	Action,Sci-Fi	108	0184503
Gorgeous	1999	6.1	10524	Action,Comedy,Romance	121	0184526
O	2001	6.1	18774	Drama,Romance,Thriller	95	0184791
Reindeer Games	2000	5.8	36273	Action,Adventure,Crime	104	0184858
Rurouni Kenshin: The Movie	1997	7.5	2321	Action,Animation,Drama	90	0184872
Shanghai Noon	2000	6.5	114574	Action,Adventure,Comedy	110	0184894
Snow Day	2000	5.1	11066	Adventure,Comedy,Family	89	0184907
Wonder Boys	2000	7.3	59553	Comedy,Drama	107	0185014
Pups	1999	6.3	1612	Action,Crime,Drama	99	0185101
All About My Mother	1999	7.8	83490	Drama	101	0185125
Battlefield Earth	2000	2.5	73983	Action,Adventure,Sci-Fi	118	0185183
House on Haunted Hill	1999	5.6	51502	Horror,Mystery,Thriller	93	0185371
Little Nicky	2000	5.3	93906	Comedy,Fantasy	90	0185431
The Blair Witch Project	1999	6.5	222017	Horror,Mystery	81	0185937
Drowning Mona	2000	5.7	12811	Comedy,Crime,Mystery	96	0186045
Frequency	2000	7.3	96798	Crime,Drama,Mystery	118	0186151
The Guilty	2000	6.2	3053	Crime,Drama,Thriller	108	0186183
Jesus' Son	1999	6.9	6721	Drama	107	0186253
Buena Vista Social Club	1999	7.6	15726	Documentary,Music	105	0186508
Space Cowboys	2000	6.4	70598	Action,Adventure,Thriller	130	0186566
Sugar & Spice	2001	5.7	13087	Comedy,Crime	81	0186589
Zatoichi's Cane Sword	1967	7.6	954	Action,Adventure,Drama	93	0186725
It All Starts Today	1999	7.4	2237	Drama	117	0186730
Bounce	2000	5.7	19490	Drama,Romance	106	0186894
Down to You	2000	5.0	13853	Comedy,Drama,Romance	91	0186975
Gone in 60 Seconds	2000	6.5	251129	Action,Crime,Thriller	118	0187078
Lovers Lane	1999	4.0	941	Horror,Mystery,Thriller	90	0187251
The Patriot	2000	7.2	243446	Action,Drama,History	165	0187393
Slap Her, She's French!	2002	5.0	5278	Comedy,Romance	92	0187512
Playing Mona Lisa	2000	5.9	766	Comedy	97	0187559
San tiao ren	1999	6.3	565	Drama	90	0187590
Anatomy	2000	6.1	11224	Horror,Thriller	103	0187696
Beefcake	1998	6.6	940	Drama	91	0187712
Blade II	2002	6.7	191610	Action,Horror,Sci-Fi	117	0187738
Genghis Blues	1999	7.9	1244	Documentary	88	0187859
Butterfly	1999	7.6	7682	Drama	96	0188030
Mercy	2000	5.4	2059	Mystery,Thriller	117	0188055
Very Annie Mary	2001	6.8	1123	Comedy,Musical	104	0188128
Le septième juré	1962	7.4	647	Crime,Drama	90	0188195
Dexter the Dragon & Bumble the Bear	1983	7.5	1442	Animation,Family,Fantasy	84	0188404
Birthday Girl	2001	6.1	23671	Comedy,Crime,Thriller	93	0188453
The Quiet Family	1998	7.0	3864	Comedy,Crime,Horror	101	0188503
Island of Death	1976	5.1	3074	Horror	108	0188527
Godzilla 2000	1999	6.1	7049	Action,Adventure,Drama	99	0188640
Human Traffic	1999	7.1	22200	Comedy,Music	99	0188674
The Super Ninja	1984	5.8	448	Adventure,Crime,Drama	89	0188764
King of Comedy	1999	7.3	5898	Comedy,Drama,Romance	85	0188766
Love Stinks	1999	5.9	4719	Comedy	94	0188863
Marcel Proust's Time Regained	1999	6.8	2129	Drama,Romance,War	169	0189142
Just Visiting	2001	5.8	17667	Comedy,Fantasy,Sci-Fi	88	0189192
Spring in a Small Town	1948	7.4	2333	Drama,Romance	98	0189219
Cut	2000	4.2	3108	Comedy,Horror,Mystery	82	0189456
The Big Kahuna	1999	6.6	13567	Comedy,Drama	90	0189584
Kadosh	1999	6.8	1662	Drama	110	0189630
Miss Julie	1999	6.2	1420	Drama	103	0189744
Rebirth of Mothra III	1998	5.9	729	Adventure,Fantasy,Sci-Fi	99	0189764
Shadow of the Vampire	2000	6.9	38820	Drama,Horror	92	0189998
The Whole Nine Yards	2000	6.7	105654	Comedy,Crime	98	0190138
Ooru naito rongu	1992	5.8	624	Crime,Drama,Horror	90	0190230
The Basket	1999	6.3	473	Drama	105	0190255
Crouching Tiger, Hidden Dragon	2000	7.8	244424	Action,Adventure,Fantasy	120	0190332
Dungeons & Dragons	2000	3.6	31058	Action,Adventure,Fantasy	107	0190374
Ghulam	1998	7.3	10427	Action,Crime,Drama	162	0190419
O Brother, Where Art Thou?	2000	7.7	271327	Adventure,Comedy,Crime	107	0190590
Captain Pantoja and the Special Services	1999	7.0	2268	Comedy,Drama	137	0190611
Pokémon: The First Movie - Mewtwo Strikes Back	1998	6.2	37572	Action,Adventure,Animation	96	0190641
Solas	1999	7.5	3187	Drama	101	0190798
Vatel	2000	6.6	7115	Biography,Drama,Romance	103	0190861
Vertical Limit	2000	5.9	56410	Action,Adventure,Drama	124	0190865
Circus	2000	5.6	2120	Crime,Drama,Thriller	95	0191037
The Color of Paradise	1999	8.2	14554	Drama,Family	90	0191043
New Best Friend	2002	5.3	3135	Drama,Mystery,Thriller	91	0191074
The Fighting Temptations	2003	5.5	6539	Comedy,Drama,Music	123	0191133
Hitler: A career	1977	7.5	1411	Documentary,History	150	0191182
The Replacements	2000	6.6	55787	Comedy,Sport	118	0191397
The Widow of Saint-Pierre	2000	7.2	5172	Drama,History,Romance	112	0191636
Zatoichi's Flashing Sword	1964	7.3	1185	Action,Adventure,Drama	82	0191664
28 Days	2000	6.0	42032	Comedy,Drama	103	0191754
Operation Nam	1986	5.1	164	Action,War	90	0191899
Essex Boys	2000	6.1	3661	Crime,Thriller	102	0191996
Finder's Fee	2001	6.4	2108	Drama,Thriller	100	0192023
Get Over It	2001	5.7	17372	Comedy,Romance	87	0192071
Head Over Heels	2001	5.4	13438	Comedy,Mystery,Romance	86	0192111
Julien Donkey-Boy	1999	6.9	6400	Comedy,Drama	94	0192194
Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.	1999	7.5	5204	Biography,Documentary	91	0192335
The Skulls	2000	5.6	30018	Action,Crime,Drama	106	0192614
Shiri	1999	6.6	7654	Action,Thriller	125	0192657
The Man Who Sleeps	1974	8.1	2622	Drama	77	0192718
Urban Legends: Final Cut	2000	4.3	15328	Horror,Mystery,Thriller	97	0192731
Life is to Whistle	1998	6.7	662	Drama	106	0192745
Stardom	2000	5.6	1587	Comedy,Drama	100	0192949
Jin-Roh: The Wolf Brigade	1999	7.4	14236	Animation,Drama,Fantasy	102	0193253
The Order	2001	4.6	7561	Action,Adventure,Comedy	89	0193364
Besat	1999	6.2	713	Drama,Fantasy,Horror	99	0193763
The Corndog Man	1999	7.1	689	Drama	83	0193837
A Shot at Glory	2000	6.3	2033	Drama,Sport	114	0193854
Panic	2000	6.6	7835	Comedy,Crime,Drama	88	0194218
Romance	1999	5.3	9413	Drama	84	0194314
Chain of Fools	2000	6.1	3804	Comedy,Crime	98	0194368
Bridge of Dragons	1999	4.8	2371	Action,Romance,Sci-Fi	92	0194722
Kaun?	1999	7.8	3102	Mystery,Thriller	90	0195002
Satya	1998	8.2	12197	Action,Crime,Drama	170	0195231
Saving Grace	2000	6.9	17057	Comedy,Crime	93	0195234
The Goddess	1934	7.7	1677	Drama	85	0195256
Erin Brockovich	2000	7.3	164040	Biography,Drama	131	0195685
Final Destination	2000	6.7	217922	Horror,Thriller	98	0195714
Here on Earth	2000	5.2	8091	Drama,Romance	96	0195778
Meeting People Is Easy	1998	7.5	2955	Documentary,Music	99	0195909
Next Friday	2000	6.1	34858	Comedy	98	0195945
Samsara	2001	7.8	7219	Adventure,Drama,Romance	145	0196069
Ticker	2001	3.5	6393	Action,Crime,Thriller	92	0196158
Small Time Crooks	2000	6.7	35414	Comedy,Crime	94	0196216
Zoolander	2001	6.5	236823	Comedy	90	0196229
Forever Lulu	2000	5.6	1178	Drama,Romance	99	0196723
Play It to the Bone	1999	5.5	11207	Comedy,Drama,Sport	124	0196857
What Becomes of the Broken Hearted?	1999	6.4	3062	Crime,Drama,Thriller	108	0197094
What's Cooking?	2000	6.9	2415	Comedy,Drama,Romance	109	0197096
Crime + Punishment in Suburbia	2000	5.9	2906	Drama,Thriller	100	0197384
Godzilla, King of the Monsters!	1956	6.5	6616	Action,Horror,Sci-Fi	80	0197521
L'Humanité	1999	6.9	3685	Drama,Mystery	141	0197569
Schoolgirls in Chains	1973	4.9	464	Horror	86	0197857
Where the Heart Is	2000	6.8	30774	Comedy,Drama,Romance	120	0198021
The Crew	2000	5.6	4395	Comedy,Crime	88	0198386
Mafia vs. Ninja	1985	6.3	277	Action,Crime,Drama	90	0198684
Monsters, Inc.	2001	8.0	768174	Adventure,Animation,Comedy	92	0198781
Suckers	1999	6.7	879	Comedy	87	0199054
Kung Fu Zombie	1981	5.2	328	Action,Comedy,Horror	80	0199148
About Adam	2000	5.8	6217	Comedy,Romance	97	0199314
Druids	2001	2.7	4896	Adventure,Biography,Drama	120	0199481
In the Cut	2003	5.3	20872	Mystery,Thriller	119	0199626
Kikujiro	1999	7.8	17436	Comedy,Drama	122	0199683
Love & Basketball	2000	7.2	17228	Drama,Romance,Sport	124	0199725
Love, Honor and Obey	2000	6.5	4921	Comedy,Crime	103	0199727
Red Planet	2000	5.7	53500	Action,Sci-Fi,Thriller	106	0199753
Moloch	1999	6.7	2112	Drama	108	0199777
Ninja Terminator	1986	4.6	1042	Action,Adventure	88	0199849
Riding in Cars with Boys	2001	6.5	25780	Biography,Comedy,Drama	132	0200027
Rosetta	1999	7.5	11921	Drama	95	0200071
Sarfarosh	1999	8.1	22919	Action,Drama	174	0200087
The Tale of Zatoichi Continues	1962	7.3	1964	Action,Adventure,Drama	72	0200309
Diamond Men	2000	7.0	1536	Drama	100	0200427
The Bank Job	2008	7.2	168320	Crime,Thriller	111	0200465
Bats	1999	3.9	9216	Horror,Sci-Fi,Thriller	91	0200469
Chuck & Buck	2000	6.5	5104	Comedy,Drama	96	0200530
Coyote Ugly	2000	5.7	102841	Comedy,Drama,Music	100	0200550
For Y'ur Height Only	1981	5.8	905	Action,Adventure,Comedy	88	0200642
The Golden Bowl	2000	5.9	4115	Drama,Romance	130	0200669
The House of Mirth	2000	7.0	6908	Drama,Romance	135	0200720
Sword of the Beast	1965	7.6	2264	Action,Drama	85	0200768
My Best Fiend	1999	7.9	9800	Biography,Documentary	95	0200849
The Master	1980	6.9	346	Action,Comedy	92	0201470
The Body	2001	5.3	7120	Drama,Mystery,Romance	109	0201485
Charisma	1999	6.9	1407	Drama	104	0201517
The Cup	1999	7.0	2791	Comedy,Sport	93	0201840
Survival Island	2002	2.4	3876	Horror,Thriller	85	0201844
A Rumor of Angels	2000	6.9	1276	Drama	106	0201899
Zatoichi in Desperation	1972	7.0	782	Action,Adventure,Drama	95	0201922
Zatoichi at Large	1972	7.1	753	Action,Adventure,Drama	90	0202153
Guest House Paradiso	1999	6.2	8848	Comedy,Thriller	89	0202381
Whatever It Takes	2000	5.5	9361	Comedy,Drama,Romance	94	0202402
Rock Star	2001	6.3	39544	Drama,Music	105	0202470
A Room for Romeo Brass	1999	7.6	5220	Comedy,Drama	90	0202559
The Third Wheel	2002	5.5	4425	Comedy,Romance	91	0202623
Two Family House	2000	7.1	1561	Comedy,Drama,Romance	108	0202641
The Way of the Gun	2000	6.7	30704	Action,Crime,Drama	119	0202677
Moulin Rouge!	2001	7.6	257050	Drama,Musical,Romance	127	0203009
Men of Honor	2000	7.2	103006	Biography,Drama	129	0203019
Sexy Beast	2000	7.3	51594	Crime,Drama,Thriller	89	0203119
Together	2000	7.4	19896	Comedy,Drama,Romance	106	0203166
Violent Shit III: Infantry of Doom	1999	3.9	733	Action,Horror	85	0203185
You Can Count on Me	2000	7.5	26626	Drama	111	0203230
Blood Dolls	1999	4.3	1360	Comedy,Horror	84	0203343
The Omega Code	1999	3.6	4933	Action,Adventure,Fantasy	100	0203408
Greenfingers	2000	6.8	5323	Comedy,Crime,Romance	91	0203540
Pitfall	1962	7.6	3219	Crime,Drama,Fantasy	97	0203612
